,variable,1-JS Divergence,1-NMSE,num_samples,overlap,noise (%),missingness,seed,algorithm
186059,Variable_12,0.0169725028144777,-0.269248603931489,1000,4,50.0,blocks,8,Average
186060,Variable_13,0.0204433168361646,-0.043218426223164,1000,4,50.0,blocks,8,Average
186061,Variable_14,0.0204433168559651,-0.1861339451003614,1000,4,50.0,blocks,8,Average
186062,Variable_15,0.0390696306087636,-0.0568264804890479,1000,4,50.0,blocks,8,Average
186063,Variable_16,0.00521857758118,-0.3152466167798271,1000,4,50.0,blocks,8,Average
186064,Variable_17,0.0052185776044141,-0.7718051604373157,1000,4,50.0,blocks,8,Average
186065,Variable_18,3.1207447737102706e-10,-7.745827082850099e-06,1000,4,50.0,blocks,8,Average
186066,Variable_19,0.023779139763666,-0.0290167421286593,1000,4,50.0,blocks,8,Average
186067,Variable_20,0.0094560697911315,-1.5042919667168224,1000,4,50.0,blocks,8,Average
186068,Variable_21,0.0169725028075917,-0.0125326717776474,1000,4,50.0,blocks,8,Average
186069,Variable_22,0.0052185775907572,-2.033496966742451,1000,4,50.0,blocks,8,Average
186070,Variable_23,3.3493352535884924e-10,-0.0435096760450348,1000,4,50.0,blocks,8,Average
186071,Variable_24,0.0169725027746707,-0.1232469802559168,1000,4,50.0,blocks,8,Average
186072,Variable_26,0.013330607258924,-0.4594574486180534,1000,4,50.0,blocks,8,Average
186073,Variable_27,0.0204433168407411,-0.0476910919699025,1000,4,50.0,blocks,8,Average
186074,Variable_28,0.0204433168476498,-0.1042667844837277,1000,4,50.0,blocks,8,Average
186075,Variable_29,3.201535703212244e-10,-4.044921038004801,1000,4,50.0,blocks,8,Average
186076,Variable_30,2.9247859689718325e-10,-3.926767282822529,1000,4,50.0,blocks,8,Average
186077,Variable_31,0.0270037183422131,-0.0348298079328852,1000,4,50.0,blocks,8,Average
186078,Variable_33,0.0094560697991625,-0.0137104321807153,1000,4,50.0,blocks,8,Average
186079,Variable_34,0.0169725027768956,-0.0037654332023815,1000,4,50.0,blocks,8,Average
186080,Variable_35,0.0169725028045584,-0.0157264034763091,1000,4,50.0,blocks,8,Average
186081,Variable_36,0.0094560698239701,-2.9167158145791,1000,4,50.0,blocks,8,Average
186082,Variable_37,0.0169725027827576,-0.0116346528282202,1000,4,50.0,blocks,8,Average
186083,Variable_38,0.0169725028045586,-0.3234946112032324,1000,4,50.0,blocks,8,Average
186084,Variable_39,0.0094560697824493,-0.0095514736175248,1000,4,50.0,blocks,8,Average
186085,Variable_40,0.0237791397936518,-0.000821431532372,1000,4,50.0,blocks,8,Average
186086,Variable_2,0.0204433168173724,-0.1923566494295074,1000,4,50.0,blocks,9,Average
186087,Variable_3,0.0133306072676468,-0.1012501914152965,1000,4,50.0,blocks,9,Average
186088,Variable_4,0.0133306072525557,-0.0512308387777313,1000,4,50.0,blocks,9,Average
186089,Variable_6,0.0169725027795419,-0.3311064406625077,1000,4,50.0,blocks,9,Average
186090,Variable_7,0.0133306072723632,-0.2424076036036251,1000,4,50.0,blocks,9,Average
186091,Variable_8,0.0331821024135666,-0.0011475150614188,1000,4,50.0,blocks,9,Average
186092,Variable_9,0.0204433168544703,-0.206969833019319,1000,4,50.0,blocks,9,Average
186093,Variable_10,0.0094560698106435,-0.0073206701224493,1000,4,50.0,blocks,9,Average
186094,Variable_11,0.0301338644929637,-0.238404412930387,1000,4,50.0,blocks,9,Average
186095,Variable_12,0.0169725028144777,-0.269248603931489,1000,4,50.0,blocks,9,Average
186096,Variable_13,0.0204433168361646,-0.043218426223164,1000,4,50.0,blocks,9,Average
186097,Variable_14,0.0204433168559651,-0.1861339451003614,1000,4,50.0,blocks,9,Average
186098,Variable_15,0.0390696306087636,-0.0568264804890479,1000,4,50.0,blocks,9,Average
186099,Variable_16,0.00521857758118,-0.3152466167798271,1000,4,50.0,blocks,9,Average
186100,Variable_17,0.0052185776044141,-0.7718051604373157,1000,4,50.0,blocks,9,Average
186101,Variable_18,3.1207447737102706e-10,-7.745827082850099e-06,1000,4,50.0,blocks,9,Average
186102,Variable_19,0.023779139763666,-0.0290167421286593,1000,4,50.0,blocks,9,Average
186103,Variable_20,0.0094560697911315,-1.5042919667168224,1000,4,50.0,blocks,9,Average
186104,Variable_21,0.0169725028075917,-0.0125326717776474,1000,4,50.0,blocks,9,Average
186105,Variable_22,0.0052185775907572,-2.033496966742451,1000,4,50.0,blocks,9,Average
186106,Variable_23,3.3493352535884924e-10,-0.0435096760450348,1000,4,50.0,blocks,9,Average
186107,Variable_24,0.0169725027746707,-0.1232469802559168,1000,4,50.0,blocks,9,Average
186108,Variable_26,0.013330607258924,-0.4594574486180534,1000,4,50.0,blocks,9,Average
186109,Variable_27,0.0204433168407411,-0.0476910919699025,1000,4,50.0,blocks,9,Average
186110,Variable_28,0.0204433168476498,-0.1042667844837277,1000,4,50.0,blocks,9,Average
186111,Variable_29,3.201535703212244e-10,-4.044921038004801,1000,4,50.0,blocks,9,Average
186112,Variable_30,2.9247859689718325e-10,-3.926767282822529,1000,4,50.0,blocks,9,Average
186113,Variable_31,0.0270037183422131,-0.0348298079328852,1000,4,50.0,blocks,9,Average
186114,Variable_33,0.0094560697991625,-0.0137104321807153,1000,4,50.0,blocks,9,Average
186115,Variable_34,0.0169725027768956,-0.0037654332023815,1000,4,50.0,blocks,9,Average
186116,Variable_35,0.0169725028045584,-0.0157264034763091,1000,4,50.0,blocks,9,Average
186117,Variable_36,0.0094560698239701,-2.9167158145791,1000,4,50.0,blocks,9,Average
186118,Variable_37,0.0169725027827576,-0.0116346528282202,1000,4,50.0,blocks,9,Average
186119,Variable_38,0.0169725028045586,-0.3234946112032324,1000,4,50.0,blocks,9,Average
186120,Variable_39,0.0094560697824493,-0.0095514736175248,1000,4,50.0,blocks,9,Average
186121,Variable_40,0.0237791397936518,-0.000821431532372,1000,4,50.0,blocks,9,Average
186122,Variable_2,0.0204433168173724,-0.1923566494295074,1000,4,50.0,blocks,10,Average
186123,Variable_3,0.0133306072676468,-0.1012501914152965,1000,4,50.0,blocks,10,Average
186124,Variable_4,0.0133306072525557,-0.0512308387777313,1000,4,50.0,blocks,10,Average
186125,Variable_6,0.0169725027795419,-0.3311064406625077,1000,4,50.0,blocks,10,Average
186126,Variable_7,0.0133306072723632,-0.2424076036036251,1000,4,50.0,blocks,10,Average
186127,Variable_8,0.0331821024135666,-0.0011475150614188,1000,4,50.0,blocks,10,Average
186128,Variable_9,0.0204433168544703,-0.206969833019319,1000,4,50.0,blocks,10,Average
186129,Variable_10,0.0094560698106435,-0.0073206701224493,1000,4,50.0,blocks,10,Average
186130,Variable_11,0.0301338644929637,-0.238404412930387,1000,4,50.0,blocks,10,Average
186131,Variable_12,0.0169725028144777,-0.269248603931489,1000,4,50.0,blocks,10,Average
186132,Variable_13,0.0204433168361646,-0.043218426223164,1000,4,50.0,blocks,10,Average
186133,Variable_14,0.0204433168559651,-0.1861339451003614,1000,4,50.0,blocks,10,Average
186134,Variable_15,0.0390696306087636,-0.0568264804890479,1000,4,50.0,blocks,10,Average
186135,Variable_16,0.00521857758118,-0.3152466167798271,1000,4,50.0,blocks,10,Average
186136,Variable_17,0.0052185776044141,-0.7718051604373157,1000,4,50.0,blocks,10,Average
186137,Variable_18,3.1207447737102706e-10,-7.745827082850099e-06,1000,4,50.0,blocks,10,Average
186138,Variable_19,0.023779139763666,-0.0290167421286593,1000,4,50.0,blocks,10,Average
186139,Variable_20,0.0094560697911315,-1.5042919667168224,1000,4,50.0,blocks,10,Average
186140,Variable_21,0.0169725028075917,-0.0125326717776474,1000,4,50.0,blocks,10,Average
186141,Variable_22,0.0052185775907572,-2.033496966742451,1000,4,50.0,blocks,10,Average
186142,Variable_23,3.3493352535884924e-10,-0.0435096760450348,1000,4,50.0,blocks,10,Average
186143,Variable_24,0.0169725027746707,-0.1232469802559168,1000,4,50.0,blocks,10,Average
186144,Variable_26,0.013330607258924,-0.4594574486180534,1000,4,50.0,blocks,10,Average
186145,Variable_27,0.0204433168407411,-0.0476910919699025,1000,4,50.0,blocks,10,Average
186146,Variable_28,0.0204433168476498,-0.1042667844837277,1000,4,50.0,blocks,10,Average
186147,Variable_29,3.201535703212244e-10,-4.044921038004801,1000,4,50.0,blocks,10,Average
186148,Variable_30,2.9247859689718325e-10,-3.926767282822529,1000,4,50.0,blocks,10,Average
186149,Variable_31,0.0270037183422131,-0.0348298079328852,1000,4,50.0,blocks,10,Average
186150,Variable_33,0.0094560697991625,-0.0137104321807153,1000,4,50.0,blocks,10,Average
186151,Variable_34,0.0169725027768956,-0.0037654332023815,1000,4,50.0,blocks,10,Average
186152,Variable_35,0.0169725028045584,-0.0157264034763091,1000,4,50.0,blocks,10,Average
186153,Variable_36,0.0094560698239701,-2.9167158145791,1000,4,50.0,blocks,10,Average
186154,Variable_37,0.0169725027827576,-0.0116346528282202,1000,4,50.0,blocks,10,Average
186155,Variable_38,0.0169725028045586,-0.3234946112032324,1000,4,50.0,blocks,10,Average
186156,Variable_39,0.0094560697824493,-0.0095514736175248,1000,4,50.0,blocks,10,Average
186157,Variable_40,0.0237791397936518,-0.000821431532372,1000,4,50.0,blocks,10,Average
186978,Variable_1,0.0192814209360576,-0.150768874705526,1000,4,50.0,noise-blocks-dependence,1,Average
186979,Variable_2,0.0144053325927052,-0.9673808848467156,1000,4,50.0,noise-blocks-dependence,1,Average
186980,Variable_3,0.0094560697885662,-0.2842146813224984,1000,4,50.0,noise-blocks-dependence,1,Average
186981,Variable_4,0.0120285534387735,-0.0426610431672707,1000,4,50.0,noise-blocks-dependence,1,Average
186982,Variable_5,0.0303998584515432,-0.5588256153990194,1000,4,50.0,noise-blocks-dependence,1,Average
186983,Variable_6,0.0230199352737925,-0.0004601901238778,1000,4,50.0,noise-blocks-dependence,1,Average
186984,Variable_7,0.0146652683643333,-0.0725395322119113,1000,4,50.0,noise-blocks-dependence,1,Average
186985,Variable_8,0.0168971569716932,-0.004270618122113,1000,4,50.0,noise-blocks-dependence,1,Average
186986,Variable_9,0.0145829563910121,-0.08182945945073,1000,4,50.0,noise-blocks-dependence,1,Average
186987,Variable_10,0.0216407402557641,-0.0158314240499943,1000,4,50.0,noise-blocks-dependence,1,Average
186988,Variable_11,0.0145666135085131,-0.3645782620535054,1000,4,50.0,noise-blocks-dependence,1,Average
186989,Variable_12,0.0169725027624773,-0.0559088831948062,1000,4,50.0,noise-blocks-dependence,1,Average
186990,Variable_13,0.0067089774009498,-0.0526859648941961,1000,4,50.0,noise-blocks-dependence,1,Average
186991,Variable_14,0.0170868947938184,-0.2434077195707413,1000,4,50.0,noise-blocks-dependence,1,Average
186992,Variable_15,0.013906755422096,-0.0036443737272116,1000,4,50.0,noise-blocks-dependence,1,Average
186993,Variable_16,0.0066403304394818,-0.233586641570046,1000,4,50.0,noise-blocks-dependence,1,Average
186994,Variable_17,0.0144854884778995,-0.2033137539724683,1000,4,50.0,noise-blocks-dependence,1,Average
186995,Variable_18,0.0236229692180486,-0.0084490358543087,1000,4,50.0,noise-blocks-dependence,1,Average
186996,Variable_19,0.0236747778625867,-0.0003527534233382,1000,4,50.0,noise-blocks-dependence,1,Average
186997,Variable_20,0.0066103004986136,-0.3569179380081961,1000,4,50.0,noise-blocks-dependence,1,Average
186998,Variable_21,0.0146818513287172,-0.0024065960287262,1000,4,50.0,noise-blocks-dependence,1,Average
186999,Variable_22,3.2291314067123267e-10,-0.6562910733119247,1000,4,50.0,noise-blocks-dependence,1,Average
187000,Variable_23,0.0094133572094252,-5.37510693983112e-05,1000,4,50.0,noise-blocks-dependence,1,Average
187001,Variable_24,0.0145666135083655,-0.0853835534341713,1000,4,50.0,noise-blocks-dependence,1,Average
187002,Variable_25,0.0119748018633787,-0.2389307783723271,1000,4,50.0,noise-blocks-dependence,1,Average
187003,Variable_26,0.0171640877361672,-0.120598180299045,1000,4,50.0,noise-blocks-dependence,1,Average
187004,Variable_27,0.0119215649566506,-0.0153946142143091,1000,4,50.0,noise-blocks-dependence,1,Average
187005,Variable_28,0.0169914529384067,-0.0110113967046956,1000,4,50.0,noise-blocks-dependence,1,Average
187006,Variable_29,0.0095537126987728,-0.7326021687923736,1000,4,50.0,noise-blocks-dependence,1,Average
187007,Variable_30,0.009350059306256,-0.9783612661135216,1000,4,50.0,noise-blocks-dependence,1,Average
187008,Variable_31,0.0170677137107471,-0.0011638242281057,1000,4,50.0,noise-blocks-dependence,1,Average
187009,Variable_32,0.0217131023598743,-0.0822190639156479,1000,4,50.0,noise-blocks-dependence,1,Average
187010,Variable_33,0.0195638187698157,-4.141143975733286e-06,1000,4,50.0,noise-blocks-dependence,1,Average
187011,Variable_34,0.019585913761687,-0.0006813564022005,1000,4,50.0,noise-blocks-dependence,1,Average
187012,Variable_35,0.0093921558850458,-0.0010656525374874,1000,4,50.0,noise-blocks-dependence,1,Average
187013,Variable_36,0.0037190612447195,-0.6655822058312175,1000,4,50.0,noise-blocks-dependence,1,Average
187014,Variable_37,0.0167670274576431,-0.0015329017283687,1000,4,50.0,noise-blocks-dependence,1,Average
187015,Variable_38,0.0148329407243965,-0.0054671304437081,1000,4,50.0,noise-blocks-dependence,1,Average
187016,Variable_39,0.0095427566040862,-0.0050703647865546,1000,4,50.0,noise-blocks-dependence,1,Average
187017,Variable_40,0.0167670274518675,-0.0557771492571155,1000,4,50.0,noise-blocks-dependence,1,Average
187018,Variable_1,0.0192814209360576,-0.150768874705526,1000,4,50.0,noise-blocks-dependence,2,Average
187019,Variable_2,0.0144053325927052,-0.9673808848467156,1000,4,50.0,noise-blocks-dependence,2,Average
187020,Variable_3,0.0094560697885662,-0.2842146813224984,1000,4,50.0,noise-blocks-dependence,2,Average
187021,Variable_4,0.0120285534387735,-0.0426610431672707,1000,4,50.0,noise-blocks-dependence,2,Average
187022,Variable_5,0.0303998584515432,-0.5588256153990194,1000,4,50.0,noise-blocks-dependence,2,Average
187023,Variable_6,0.0230199352737925,-0.0004601901238778,1000,4,50.0,noise-blocks-dependence,2,Average
187024,Variable_7,0.0146652683643333,-0.0725395322119113,1000,4,50.0,noise-blocks-dependence,2,Average
187025,Variable_8,0.0168971569716932,-0.004270618122113,1000,4,50.0,noise-blocks-dependence,2,Average
187026,Variable_9,0.0145829563910121,-0.08182945945073,1000,4,50.0,noise-blocks-dependence,2,Average
187027,Variable_10,0.0216407402557641,-0.0158314240499943,1000,4,50.0,noise-blocks-dependence,2,Average
187028,Variable_11,0.0145666135085131,-0.3645782620535054,1000,4,50.0,noise-blocks-dependence,2,Average
187029,Variable_12,0.0169725027624773,-0.0559088831948062,1000,4,50.0,noise-blocks-dependence,2,Average
187030,Variable_13,0.0067089774009498,-0.0526859648941961,1000,4,50.0,noise-blocks-dependence,2,Average
187031,Variable_14,0.0170868947938184,-0.2434077195707413,1000,4,50.0,noise-blocks-dependence,2,Average
187032,Variable_15,0.013906755422096,-0.0036443737272116,1000,4,50.0,noise-blocks-dependence,2,Average
187033,Variable_16,0.0066403304394818,-0.233586641570046,1000,4,50.0,noise-blocks-dependence,2,Average
187034,Variable_17,0.0144854884778995,-0.2033137539724683,1000,4,50.0,noise-blocks-dependence,2,Average
187035,Variable_18,0.0236229692180486,-0.0084490358543087,1000,4,50.0,noise-blocks-dependence,2,Average
187036,Variable_19,0.0236747778625867,-0.0003527534233382,1000,4,50.0,noise-blocks-dependence,2,Average
187037,Variable_20,0.0066103004986136,-0.3569179380081961,1000,4,50.0,noise-blocks-dependence,2,Average
187038,Variable_21,0.0146818513287172,-0.0024065960287262,1000,4,50.0,noise-blocks-dependence,2,Average
187039,Variable_22,3.2291314067123267e-10,-0.6562910733119247,1000,4,50.0,noise-blocks-dependence,2,Average
187040,Variable_23,0.0094133572094252,-5.37510693983112e-05,1000,4,50.0,noise-blocks-dependence,2,Average
187041,Variable_24,0.0145666135083655,-0.0853835534341713,1000,4,50.0,noise-blocks-dependence,2,Average
187042,Variable_25,0.0119748018633787,-0.2389307783723271,1000,4,50.0,noise-blocks-dependence,2,Average
187043,Variable_26,0.0171640877361672,-0.120598180299045,1000,4,50.0,noise-blocks-dependence,2,Average
187044,Variable_27,0.0119215649566506,-0.0153946142143091,1000,4,50.0,noise-blocks-dependence,2,Average
187045,Variable_28,0.0169914529384067,-0.0110113967046956,1000,4,50.0,noise-blocks-dependence,2,Average
187046,Variable_29,0.0095537126987728,-0.7326021687923736,1000,4,50.0,noise-blocks-dependence,2,Average
187047,Variable_30,0.009350059306256,-0.9783612661135216,1000,4,50.0,noise-blocks-dependence,2,Average
187048,Variable_31,0.0170677137107471,-0.0011638242281057,1000,4,50.0,noise-blocks-dependence,2,Average
187049,Variable_32,0.0217131023598743,-0.0822190639156479,1000,4,50.0,noise-blocks-dependence,2,Average
187050,Variable_33,0.0195638187698157,-4.141143975733286e-06,1000,4,50.0,noise-blocks-dependence,2,Average
187051,Variable_34,0.019585913761687,-0.0006813564022005,1000,4,50.0,noise-blocks-dependence,2,Average
187052,Variable_35,0.0093921558850458,-0.0010656525374874,1000,4,50.0,noise-blocks-dependence,2,Average
187053,Variable_36,0.0037190612447195,-0.6655822058312175,1000,4,50.0,noise-blocks-dependence,2,Average
187054,Variable_37,0.0167670274576431,-0.0015329017283687,1000,4,50.0,noise-blocks-dependence,2,Average
187055,Variable_38,0.0148329407243965,-0.0054671304437081,1000,4,50.0,noise-blocks-dependence,2,Average
187056,Variable_39,0.0095427566040862,-0.0050703647865546,1000,4,50.0,noise-blocks-dependence,2,Average
187057,Variable_40,0.0167670274518675,-0.0557771492571155,1000,4,50.0,noise-blocks-dependence,2,Average
187058,Variable_1,0.0192814209360576,-0.150768874705526,1000,4,50.0,noise-blocks-dependence,3,Average
187059,Variable_2,0.0144053325927052,-0.9673808848467156,1000,4,50.0,noise-blocks-dependence,3,Average
187060,Variable_3,0.0094560697885662,-0.2842146813224984,1000,4,50.0,noise-blocks-dependence,3,Average
187061,Variable_4,0.0120285534387735,-0.0426610431672707,1000,4,50.0,noise-blocks-dependence,3,Average
187062,Variable_5,0.0303998584515432,-0.5588256153990194,1000,4,50.0,noise-blocks-dependence,3,Average
187063,Variable_6,0.0230199352737925,-0.0004601901238778,1000,4,50.0,noise-blocks-dependence,3,Average
187064,Variable_7,0.0146652683643333,-0.0725395322119113,1000,4,50.0,noise-blocks-dependence,3,Average
187065,Variable_8,0.0168971569716932,-0.004270618122113,1000,4,50.0,noise-blocks-dependence,3,Average
187066,Variable_9,0.0145829563910121,-0.08182945945073,1000,4,50.0,noise-blocks-dependence,3,Average
187067,Variable_10,0.0216407402557641,-0.0158314240499943,1000,4,50.0,noise-blocks-dependence,3,Average
187068,Variable_11,0.0145666135085131,-0.3645782620535054,1000,4,50.0,noise-blocks-dependence,3,Average
187069,Variable_12,0.0169725027624773,-0.0559088831948062,1000,4,50.0,noise-blocks-dependence,3,Average
187070,Variable_13,0.0067089774009498,-0.0526859648941961,1000,4,50.0,noise-blocks-dependence,3,Average
187071,Variable_14,0.0170868947938184,-0.2434077195707413,1000,4,50.0,noise-blocks-dependence,3,Average
187072,Variable_15,0.013906755422096,-0.0036443737272116,1000,4,50.0,noise-blocks-dependence,3,Average
187073,Variable_16,0.0066403304394818,-0.233586641570046,1000,4,50.0,noise-blocks-dependence,3,Average
187074,Variable_17,0.0144854884778995,-0.2033137539724683,1000,4,50.0,noise-blocks-dependence,3,Average
187075,Variable_18,0.0236229692180486,-0.0084490358543087,1000,4,50.0,noise-blocks-dependence,3,Average
187076,Variable_19,0.0236747778625867,-0.0003527534233382,1000,4,50.0,noise-blocks-dependence,3,Average
187077,Variable_20,0.0066103004986136,-0.3569179380081961,1000,4,50.0,noise-blocks-dependence,3,Average
187078,Variable_21,0.0146818513287172,-0.0024065960287262,1000,4,50.0,noise-blocks-dependence,3,Average
187079,Variable_22,3.2291314067123267e-10,-0.6562910733119247,1000,4,50.0,noise-blocks-dependence,3,Average
187080,Variable_23,0.0094133572094252,-5.37510693983112e-05,1000,4,50.0,noise-blocks-dependence,3,Average
187081,Variable_24,0.0145666135083655,-0.0853835534341713,1000,4,50.0,noise-blocks-dependence,3,Average
187082,Variable_25,0.0119748018633787,-0.2389307783723271,1000,4,50.0,noise-blocks-dependence,3,Average
187083,Variable_26,0.0171640877361672,-0.120598180299045,1000,4,50.0,noise-blocks-dependence,3,Average
187084,Variable_27,0.0119215649566506,-0.0153946142143091,1000,4,50.0,noise-blocks-dependence,3,Average
187085,Variable_28,0.0169914529384067,-0.0110113967046956,1000,4,50.0,noise-blocks-dependence,3,Average
187086,Variable_29,0.0095537126987728,-0.7326021687923736,1000,4,50.0,noise-blocks-dependence,3,Average
187087,Variable_30,0.009350059306256,-0.9783612661135216,1000,4,50.0,noise-blocks-dependence,3,Average
187088,Variable_31,0.0170677137107471,-0.0011638242281057,1000,4,50.0,noise-blocks-dependence,3,Average
187089,Variable_32,0.0217131023598743,-0.0822190639156479,1000,4,50.0,noise-blocks-dependence,3,Average
187090,Variable_33,0.0195638187698157,-4.141143975733286e-06,1000,4,50.0,noise-blocks-dependence,3,Average
187091,Variable_34,0.019585913761687,-0.0006813564022005,1000,4,50.0,noise-blocks-dependence,3,Average
187092,Variable_35,0.0093921558850458,-0.0010656525374874,1000,4,50.0,noise-blocks-dependence,3,Average
187093,Variable_36,0.0037190612447195,-0.6655822058312175,1000,4,50.0,noise-blocks-dependence,3,Average
187094,Variable_37,0.0167670274576431,-0.0015329017283687,1000,4,50.0,noise-blocks-dependence,3,Average
187095,Variable_38,0.0148329407243965,-0.0054671304437081,1000,4,50.0,noise-blocks-dependence,3,Average
187096,Variable_39,0.0095427566040862,-0.0050703647865546,1000,4,50.0,noise-blocks-dependence,3,Average
187097,Variable_40,0.0167670274518675,-0.0557771492571155,1000,4,50.0,noise-blocks-dependence,3,Average
187098,Variable_1,0.0192814209360576,-0.150768874705526,1000,4,50.0,noise-blocks-dependence,4,Average
187099,Variable_2,0.0144053325927052,-0.9673808848467156,1000,4,50.0,noise-blocks-dependence,4,Average
187100,Variable_3,0.0094560697885662,-0.2842146813224984,1000,4,50.0,noise-blocks-dependence,4,Average
187101,Variable_4,0.0120285534387735,-0.0426610431672707,1000,4,50.0,noise-blocks-dependence,4,Average
187102,Variable_5,0.0303998584515432,-0.5588256153990194,1000,4,50.0,noise-blocks-dependence,4,Average
187103,Variable_6,0.0230199352737925,-0.0004601901238778,1000,4,50.0,noise-blocks-dependence,4,Average
187104,Variable_7,0.0146652683643333,-0.0725395322119113,1000,4,50.0,noise-blocks-dependence,4,Average
187105,Variable_8,0.0168971569716932,-0.004270618122113,1000,4,50.0,noise-blocks-dependence,4,Average
187106,Variable_9,0.0145829563910121,-0.08182945945073,1000,4,50.0,noise-blocks-dependence,4,Average
187107,Variable_10,0.0216407402557641,-0.0158314240499943,1000,4,50.0,noise-blocks-dependence,4,Average
187108,Variable_11,0.0145666135085131,-0.3645782620535054,1000,4,50.0,noise-blocks-dependence,4,Average
187109,Variable_12,0.0169725027624773,-0.0559088831948062,1000,4,50.0,noise-blocks-dependence,4,Average
187110,Variable_13,0.0067089774009498,-0.0526859648941961,1000,4,50.0,noise-blocks-dependence,4,Average
187111,Variable_14,0.0170868947938184,-0.2434077195707413,1000,4,50.0,noise-blocks-dependence,4,Average
187112,Variable_15,0.013906755422096,-0.0036443737272116,1000,4,50.0,noise-blocks-dependence,4,Average
187113,Variable_16,0.0066403304394818,-0.233586641570046,1000,4,50.0,noise-blocks-dependence,4,Average
187114,Variable_17,0.0144854884778995,-0.2033137539724683,1000,4,50.0,noise-blocks-dependence,4,Average
187115,Variable_18,0.0236229692180486,-0.0084490358543087,1000,4,50.0,noise-blocks-dependence,4,Average
187116,Variable_19,0.0236747778625867,-0.0003527534233382,1000,4,50.0,noise-blocks-dependence,4,Average
187117,Variable_20,0.0066103004986136,-0.3569179380081961,1000,4,50.0,noise-blocks-dependence,4,Average
187118,Variable_21,0.0146818513287172,-0.0024065960287262,1000,4,50.0,noise-blocks-dependence,4,Average
187119,Variable_22,3.2291314067123267e-10,-0.6562910733119247,1000,4,50.0,noise-blocks-dependence,4,Average
187120,Variable_23,0.0094133572094252,-5.37510693983112e-05,1000,4,50.0,noise-blocks-dependence,4,Average
187121,Variable_24,0.0145666135083655,-0.0853835534341713,1000,4,50.0,noise-blocks-dependence,4,Average
187122,Variable_25,0.0119748018633787,-0.2389307783723271,1000,4,50.0,noise-blocks-dependence,4,Average
187123,Variable_26,0.0171640877361672,-0.120598180299045,1000,4,50.0,noise-blocks-dependence,4,Average
187124,Variable_27,0.0119215649566506,-0.0153946142143091,1000,4,50.0,noise-blocks-dependence,4,Average
187125,Variable_28,0.0169914529384067,-0.0110113967046956,1000,4,50.0,noise-blocks-dependence,4,Average
187126,Variable_29,0.0095537126987728,-0.7326021687923736,1000,4,50.0,noise-blocks-dependence,4,Average
187127,Variable_30,0.009350059306256,-0.9783612661135216,1000,4,50.0,noise-blocks-dependence,4,Average
187128,Variable_31,0.0170677137107471,-0.0011638242281057,1000,4,50.0,noise-blocks-dependence,4,Average
187129,Variable_32,0.0217131023598743,-0.0822190639156479,1000,4,50.0,noise-blocks-dependence,4,Average
187130,Variable_33,0.0195638187698157,-4.141143975733286e-06,1000,4,50.0,noise-blocks-dependence,4,Average
187131,Variable_34,0.019585913761687,-0.0006813564022005,1000,4,50.0,noise-blocks-dependence,4,Average
187132,Variable_35,0.0093921558850458,-0.0010656525374874,1000,4,50.0,noise-blocks-dependence,4,Average
187133,Variable_36,0.0037190612447195,-0.6655822058312175,1000,4,50.0,noise-blocks-dependence,4,Average
187134,Variable_37,0.0167670274576431,-0.0015329017283687,1000,4,50.0,noise-blocks-dependence,4,Average
187135,Variable_38,0.0148329407243965,-0.0054671304437081,1000,4,50.0,noise-blocks-dependence,4,Average
187136,Variable_39,0.0095427566040862,-0.0050703647865546,1000,4,50.0,noise-blocks-dependence,4,Average
187137,Variable_40,0.0167670274518675,-0.0557771492571155,1000,4,50.0,noise-blocks-dependence,4,Average
187138,Variable_1,0.0192814209360576,-0.150768874705526,1000,4,50.0,noise-blocks-dependence,5,Average
187139,Variable_2,0.0144053325927052,-0.9673808848467156,1000,4,50.0,noise-blocks-dependence,5,Average
187140,Variable_3,0.0094560697885662,-0.2842146813224984,1000,4,50.0,noise-blocks-dependence,5,Average
187141,Variable_4,0.0120285534387735,-0.0426610431672707,1000,4,50.0,noise-blocks-dependence,5,Average
187142,Variable_5,0.0303998584515432,-0.5588256153990194,1000,4,50.0,noise-blocks-dependence,5,Average
187143,Variable_6,0.0230199352737925,-0.0004601901238778,1000,4,50.0,noise-blocks-dependence,5,Average
187144,Variable_7,0.0146652683643333,-0.0725395322119113,1000,4,50.0,noise-blocks-dependence,5,Average
187145,Variable_8,0.0168971569716932,-0.004270618122113,1000,4,50.0,noise-blocks-dependence,5,Average
187146,Variable_9,0.0145829563910121,-0.08182945945073,1000,4,50.0,noise-blocks-dependence,5,Average
187147,Variable_10,0.0216407402557641,-0.0158314240499943,1000,4,50.0,noise-blocks-dependence,5,Average
187148,Variable_11,0.0145666135085131,-0.3645782620535054,1000,4,50.0,noise-blocks-dependence,5,Average
187149,Variable_12,0.0169725027624773,-0.0559088831948062,1000,4,50.0,noise-blocks-dependence,5,Average
187150,Variable_13,0.0067089774009498,-0.0526859648941961,1000,4,50.0,noise-blocks-dependence,5,Average
187151,Variable_14,0.0170868947938184,-0.2434077195707413,1000,4,50.0,noise-blocks-dependence,5,Average
187152,Variable_15,0.013906755422096,-0.0036443737272116,1000,4,50.0,noise-blocks-dependence,5,Average
187153,Variable_16,0.0066403304394818,-0.233586641570046,1000,4,50.0,noise-blocks-dependence,5,Average
187154,Variable_17,0.0144854884778995,-0.2033137539724683,1000,4,50.0,noise-blocks-dependence,5,Average
